id,label,path,video_path,fighter_id,outcome,frames
roundhouse_roundhouse_PXL_20250430_124449120_074_0,roundhouse,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/roundhouse_roundhouse_PXL_20250430_124449120_074_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/roundhouse_PXL_20250430_124449120_074.mp4,0,successful,15
roundhouse_roundhouse_PXL_20250430_124449120_075_0,roundhouse,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/roundhouse_roundhouse_PXL_20250430_124449120_075_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/roundhouse_PXL_20250430_124449120_075.mp4,0,successful,15
roundhouse_roundhouse_PXL_20250430_124449120_076_0,roundhouse,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/roundhouse_roundhouse_PXL_20250430_124449120_076_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/roundhouse_PXL_20250430_124449120_076.mp4,0,successful,15
roundhouse_roundhouse_PXL_20250430_124449120_077_0,roundhouse,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/roundhouse_roundhouse_PXL_20250430_124449120_077_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/roundhouse_PXL_20250430_124449120_077.mp4,0,successful,15
roundhouse_roundhouse_PXL_20250430_124449120_078_0,roundhouse,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/roundhouse_roundhouse_PXL_20250430_124449120_078_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/roundhouse_PXL_20250430_124449120_078.mp4,0,successful,15
roundhouse_roundhouse_PXL_20250430_124449120_079_0,roundhouse,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/roundhouse_roundhouse_PXL_20250430_124449120_079_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/roundhouse_PXL_20250430_124449120_079.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_007_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_007_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_007.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_008_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_008_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_008.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_009_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_009_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_009.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_010_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_010_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_010.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_011_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_011_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_011.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_012_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_012_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_012.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_013_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_013_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_013.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_014_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_014_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_014.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_015_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_015_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_015.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_016_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_016_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_016.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_017_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_017_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_017.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_018_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_018_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_018.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_019_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_019_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_019.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_020_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_020_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_020.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_021_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_021_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_021.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_022_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_022_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_022.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_023_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_023_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_023.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_024_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_024_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_024.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_025_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_025_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_025.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_026_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_026_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_026.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_027_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_027_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_027.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_028_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_028_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_028.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_029_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_029_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_029.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_030_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_030_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_030.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_031_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_031_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_031.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_032_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_032_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_032.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_033_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_033_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_033.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_034_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_034_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_034.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_035_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_035_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_035.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_036_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_036_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_036.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_037_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_037_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_037.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_038_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_038_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_038.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_039_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_039_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_039.mp4,0,successful,15
jab_jab_PXL_20250430_122802210_040_0,jab,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/jab_jab_PXL_20250430_122802210_040_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/jab_PXL_20250430_122802210_040.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_049_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_049_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_049.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_050_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_050_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_050.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_051_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_051_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_051.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_052_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_052_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_052.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_053_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_053_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_053.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_054_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_054_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_054.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_055_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_055_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_055.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_056_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_056_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_056.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_057_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_057_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_057.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_058_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_058_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_058.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_059_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_059_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_059.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_060_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_060_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_060.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_061_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_061_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_061.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_062_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_062_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_062.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_063_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_063_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_063.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_064_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_064_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_064.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_065_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_065_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_065.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_081_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_081_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_081.mp4,0,successful,15
cross_cross_PXL_20250430_122802210_082_0,cross,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/cross_cross_PXL_20250430_122802210_082_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/cross_PXL_20250430_122802210_082.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_083_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_083_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_083.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_084_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_084_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_084.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_085_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_085_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_085.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_086_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_086_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_086.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_087_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_087_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_087.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_088_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_088_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_088.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_089_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_089_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_089.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_090_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_090_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_090.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_091_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_091_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_091.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_092_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_092_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_092.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_093_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_093_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_093.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_094_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_094_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_094.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_095_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_095_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_095.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_096_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_096_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_096.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_097_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_097_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_097.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_098_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_098_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_098.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_099_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_099_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_099.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_100_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_100_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_100.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_101_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_101_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_101.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_102_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_102_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_102.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_103_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_103_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_103.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_104_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_104_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_104.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_105_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_105_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_105.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_106_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_106_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_106.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_107_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_107_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_107.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_108_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_108_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_108.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_109_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_109_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_109.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_110_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_110_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_110.mp4,0,successful,15
hook_hook_PXL_20250430_122802210_111_0,hook,/content/drive/MyDrive/RTM-FASS/data/strike_dataset/hook_hook_PXL_20250430_122802210_111_0.npy,/content/drive/MyDrive/RTM-FASS/data/raw_videos/strikes/hook_PXL_20250430_122802210_111.mp4,0,successful,15
